id,Nama,Nomor Whatssap,Jenis kelamin,Pendidikan terakhir,Lama pengalaman (tahun),Jumlah lansia pernah dirawat,Umur,Keahlian,Mengurus rumah,Membantu pergerakan dan aktivitas fisik,Membantu konsumsi obat dan makanan,Mengecek kesehatan rutin secara mandiri,Mendampingi dan menjaga,Memasangkan alat medis khusus,Memeriksakan rutin ke dokter,Indonesia,Inggris,Jawa,Sunda,Melayu,Kota,Gaji
700,Ray Marwah,+62 851-8212-7194,1,5,2,2,37,0,0,0,1,0,0,1,0,1,1,0,1,1,KABUPATEN JEMBRANA,1720000
701,Ray Usmani,+62 832-574-638,1,4,8,0,31,0.86,1,1,0,1,1,1,1,1,1,0,1,1,KABUPATEN PACITAN,1660000
702,Raynard Nagle,+62 873-795-897,1,4,11,0,31,0.29,0,1,1,0,0,1,0,1,0,0,1,1,KABUPATEN NUNUKAN,800000
703,Reg Agastina,+62 850-3266-4059,1,3,5,0,36,0.57,1,0,0,1,0,0,0,1,1,0,1,0,KABUPATEN SIKKA,1120000
704,Reg Yanson,+62 866-3026-55847,1,5,2,2,22,0.86,1,1,1,0,1,0,1,1,1,1,0,0,KABUPATEN BALANGAN,1210000
705,Reginauld Tavener,+62 899-686-067,1,5,3,2,23,0.71,0,0,0,0,1,0,1,1,1,1,0,0,KABUPATEN PAMEKASAN,680000
706,Reid Pawlik,+62 869-3581-86684,1,5,15,5,37,1,0,1,1,1,1,1,1,1,1,0,0,1,KOTA SUNGAI PENUH,1260000
707,Reksa Agustiana,+62 876-5323-0068,1,3,1,0,29,1,1,0,0,1,1,1,0,0,1,0,0,1,KABUPATEN HULU SUNGAI UTARA,650000
708,Rendy Azalia,+62 875-680-138,1,5,0,0,29,0.86,1,0,0,1,0,0,1,0,1,1,1,0,KABUPATEN MAMBERAMO RAYA,650000
709,Reny Sapitri,+62 894-1561-61222,0,1,17,16,38,0.86,1,0,1,0,0,0,0,0,1,0,0,1,KOTA ADM. JAKARTA UTARA,1930000
710,Ressy Riyadie,+62 833-3196-2099,1,5,0,0,39,0.71,1,0,1,1,0,0,1,1,0,0,1,0,KABUPATEN SERDANG BEDAGAI,1590000
711,Restia Khairani,+62 870-7801-8012,0,1,9,6,36,0.29,1,1,0,0,1,1,0,1,0,0,0,0,KABUPATEN SEMARANG,1720000
712,Restia Malinda,+62 884-8581-4785,0,2,0,0,22,0.43,0,0,0,1,1,0,1,0,0,1,1,1,KABUPATEN TAPANULI UTARA,510000
713,Revi Hapsari,+62 815-8147-78388,1,5,8,8,39,0.29,0,1,1,0,0,0,0,1,1,0,1,0,KABUPATEN DOGIYAI,730000
714,Revi Priatni,+62 815-8582-218,1,3,12,10,33,0.57,0,1,0,0,0,0,1,1,0,1,1,0,KOTA PEMATANGSIANTAR,740000
715,Revo Riyadie,+62 836-893-283,1,2,1,1,29,0.71,0,0,1,0,1,1,1,1,0,1,1,1,KOTA MALANG,1010000
716,Reynaldi Oktazilvia,+62 864-932-307,1,3,15,5,37,0.57,1,1,1,0,1,1,1,0,0,1,1,1,KABUPATEN BANGGAI,650000
717,Reynard Ramadhani,+62 896-801-132,1,3,9,1,33,1,1,1,0,1,0,1,1,0,0,1,0,1,KOTA BATAM,1730000
718,Reza Tubagus Nizliandry,+62 859-711-600,1,5,1,1,34,0.14,0,0,0,0,0,0,0,0,0,1,1,0,KABUPATEN WAJO,560000
719,Reza Veronica,+62 855-696-502,1,5,2,0,22,0,0,1,1,0,0,1,1,0,1,1,0,0,KABUPATEN KEPULAUAN MERANTI,1520000
720,Rian Nistiyana,+62 887-8309-41561,1,5,0,0,21,0.43,0,0,0,1,1,0,0,1,0,1,0,0,KABUPATEN BANGLI,910000
721,Rickert Hazeldine,+62 871-938-716,1,5,3,0,37,1,0,1,0,1,1,0,0,0,0,1,1,1,KOTA BALIKPAPAN,1450000
722,Ricoriki Sawl,+62 855-9923-44769,1,2,9,4,34,0.43,0,0,1,0,1,0,0,1,1,1,1,0,KABUPATEN MUARA ENIM,1700000
723,Ridhwan Mutiara,+62 888-773-863,1,5,1,1,24,0.14,1,1,0,1,1,0,0,1,0,0,0,1,KABUPATEN OGAN KOMERING ULU SELATAN,1030000
724,Riechal Purwahyuningrum,+62 838-5881-12420,1,2,2,2,31,0.57,0,1,1,0,0,1,1,0,0,0,0,0,KABUPATEN OGAN KOMERING ULU TIMUR,1260000
725,Rifanny Maretta,+62 833-8944-5616,0,2,10,0,32,0.29,0,0,1,0,1,0,0,1,0,0,1,0,KABUPATEN BERAU,1460000
726,Rifat Hilmawan,+62 891-4859-68940,1,3,11,10,32,0.86,1,0,0,0,1,1,1,0,0,0,1,0,KABUPATEN MUNA BARAT,720000
727,Rifat Pamungkas,+62 860-7558-354,1,3,0,0,22,0,0,0,1,0,0,0,1,1,0,1,0,0,KABUPATEN LOMBOK UTARA,1250000
728,Rifqi Rahmasari,+62 810-6227-8173,1,5,1,0,38,0.71,0,0,1,1,0,1,1,0,0,1,0,0,KABUPATEN REJANG LEBONG,1390000
729,Rinaldy Nugroho,+62 888-5931-09511,1,3,0,0,21,0.57,1,0,1,1,1,0,0,0,0,1,1,1,KABUPATEN ACEH TIMUR,560000
730,Rizka Chairunisa,+62 877-397-453,1,5,5,1,34,0.86,1,0,1,1,0,0,1,0,0,0,1,1,KABUPATEN SERUYAN,1700000
731,Rizka Geryance,+62 831-3383-97827,1,3,6,1,37,0.29,0,1,1,0,0,0,0,1,1,1,1,0,KABUPATEN DHARMASRAYA,900000
732,Rizka Singgih Saputra,+62 854-1169-7132,1,5,6,4,36,0.86,1,0,1,1,1,0,0,1,0,1,1,0,KABUPATEN OGAN KOMERING ILIR,930000
733,Rodrigo Nibley,+62 839-8750-719,1,5,1,1,21,0.71,0,0,1,1,0,1,0,1,1,0,1,1,KABUPATEN GIANYAR,1090000
734,Rodrique Abbie,+62 855-1356-56495,1,5,0,0,28,0,1,1,0,0,0,1,1,1,1,1,0,1,KABUPATEN BOLAANG MONGONDOW,1940000
735,Rog Carbery,+62 854-831-444,1,4,2,2,38,0.57,1,1,1,0,1,0,1,0,1,1,1,1,KABUPATEN TOLIKARA,1180000
736,Roldan McNee,+62 882-544-435,1,3,1,1,22,1,0,0,0,1,0,0,1,0,0,0,0,0,KABUPATEN TANA TIDUNG,1210000
737,Romario Mubarak Lalo,+62 890-7390-610,1,5,0,0,21,0.29,0,0,0,1,0,1,0,0,1,0,0,1,KABUPATEN TANGERANG,920000
738,Roy Arie Atiyasari,+62 813-147-114,1,2,0,0,25,0.29,1,0,0,1,1,0,1,0,1,0,0,0,KABUPATEN MAPPI,1300000
739,Roy Islam,+62 870-1287-5446,1,2,17,11,39,0.71,1,0,1,1,0,0,0,1,0,1,0,0,KABUPATEN BARITO TIMUR,760000
740,Royal O'Spillane,+62 880-854-761,1,3,1,1,22,0.43,1,1,0,0,0,1,1,0,1,0,1,1,KABUPATEN PASANGKAYU,1500000
741,Rudie Andrei,+62 863-8372-1531,1,5,3,3,34,0.57,0,1,1,0,0,0,1,1,1,0,1,1,KABUPATEN OGAN KOMERING ULU,950000
742,Rudy Lesaunier,+62 831-7804-584,1,5,5,3,28,1,1,1,0,0,1,0,0,1,1,0,0,0,KABUPATEN BANGKA TENGAH,1010000
743,Rutledge Jales,+62 874-1425-8253,1,3,9,9,30,0.29,0,1,0,1,1,0,0,1,0,1,0,1,KOTA KEDIRI,1620000
744,Rutwan Purba,+62 890-6435-2255,1,5,3,2,24,0.86,0,1,0,1,0,1,0,0,1,0,0,1,KABUPATEN ENREKANG,1730000
745,Rutwan Sholikha,+62 871-242-871,1,3,6,0,27,0,1,1,1,1,0,0,1,1,0,0,1,0,KABUPATEN SIMEULUE,1230000
746,Ryan Yutama Triashafira,+62 854-3891-650,1,2,3,3,36,0.71,1,1,1,0,0,1,0,0,0,1,0,0,KOTA BINJAI,1090000
747,Safira Agtrivia,+62 825-9524-071,0,1,7,5,33,1,1,1,1,1,0,1,0,1,1,1,1,1,KABUPATEN ENREKANG,1060000
748,Safira Nirmala,+62 821-2162-70758,0,2,7,7,27,1,1,1,0,0,1,1,1,1,1,1,0,1,KABUPATEN MOJOKERTO,910000
749,Safirah Fitriani,+62 819-6682-24746,0,2,5,0,36,0.29,1,0,1,0,0,1,0,0,0,0,0,1,KABUPATEN KONAWE UTARA,1750000
750,Sakti Reza Joan,+62 855-5543-835,1,5,6,3,35,0.43,0,0,1,1,1,1,1,0,1,1,0,1,KABUPATEN MALUKU TENGAH,830000
751,Saliha Lesihantika,+62 812-4008-93148,0,2,1,1,22,0.29,1,0,0,0,0,0,0,0,0,0,1,0,KABUPATEN BELITUNG TIMUR,1630000
752,Sander Gage,+62 824-3577-486,1,3,12,4,36,0.57,0,0,1,1,1,0,0,0,0,0,1,0,KABUPATEN LOMBOK TENGAH,1310000
753,Sanson Luckham,+62 883-9358-2440,1,5,8,1,33,1,0,0,0,1,0,1,1,0,0,0,0,1,KABUPATEN MANOKWARI,1870000
754,Sari Hafizh,+62 865-013-823,0,1,5,0,29,0.71,1,0,1,1,0,1,0,0,1,0,1,1,KABUPATEN TASIKMALAYA,680000
755,Sari Risyad,+62 830-2856-0652,0,2,12,8,35,0.57,0,1,0,0,1,1,1,0,0,1,0,1,KABUPATEN LAMPUNG TIMUR,790000
756,Sauveur Kleinpeltz,+62 811-1432-472,1,3,7,0,33,1,0,1,0,0,0,1,1,1,0,0,1,0,KABUPATEN INDRAGIRI HULU,790000
757,Sayre Klemz,+62 877-6729-439,1,5,1,0,24,0.29,0,1,1,1,1,1,0,1,1,0,0,1,KOTA MAKASSAR,1410000
758,Scottie Carvilla,+62 838-8135-7860,1,3,8,3,28,0.57,1,0,0,0,0,0,0,0,0,1,1,0,KOTA ADM. JAKARTA PUSAT,1290000
759,Sebastian Akbar,+62 897-6433-9560,1,5,3,0,26,0.29,0,1,1,1,0,1,1,1,1,1,0,0,KABUPATEN SUMBAWA,900000
760,Sephira Pradana,+62 824-005-817,0,2,0,0,25,0.57,0,0,0,1,1,0,1,0,0,0,0,0,KABUPATEN LOMBOK TENGAH,1140000
761,Servita Fitriani,+62 878-3897-15422,0,1,11,1,33,1,0,0,1,1,1,1,0,0,1,0,0,0,KABUPATEN DHARMASRAYA,1940000
762,Seward Frentz,+62 881-5290-6546,1,5,10,5,35,1,1,0,1,1,0,0,0,0,1,0,1,0,KABUPATEN KUNINGAN,770000
763,Sheff Havick,+62 898-8523-57734,1,5,1,0,37,0.14,1,0,0,1,0,0,0,1,0,1,0,0,KABUPATEN ACEH UTARA,1200000
764,Sheffy Esson,+62 886-7078-1392,1,5,3,0,24,0.29,1,1,1,1,1,0,1,0,0,0,1,1,KABUPATEN MAJENE,1890000
765,Sheffy Hendrichs,+62 896-0182-521,1,5,1,0,23,0.43,1,0,1,1,1,1,0,1,0,0,0,1,KABUPATEN PENAJAM PASER UTARA,1980000
766,Sholom Jendrach,+62 858-4787-4728,1,3,10,7,32,0.71,0,1,1,1,1,1,0,1,0,0,0,0,KABUPATEN BONDOWOSO,610000
767,Sianne Syahrani,+62 839-1696-12436,0,1,5,0,32,0.43,0,0,1,1,1,1,0,0,1,0,1,0,KABUPATEN LAMANDAU,2000000
768,Sigismond Noon,+62 810-4366-9764,1,5,0,0,30,0.57,1,1,1,0,1,0,1,1,1,0,0,1,KABUPATEN BENER MERIAH,1410000
769,Sigit Andrie Ayudhani,+62 881-0765-25751,1,5,7,7,36,0.57,1,0,1,0,0,1,0,1,1,0,1,0,KABUPATEN TULANG BAWANG BARAT,510000
770,Sigit Widyatama,+62 835-291-329,1,3,0,0,30,0.71,1,1,1,0,1,0,0,0,1,1,1,1,KABUPATEN MOROWALI,1040000
771,Sigvard Hollingby,+62 817-1018-1200,1,5,1,0,39,0,0,0,1,1,0,1,1,0,1,1,0,0,KABUPATEN PULANG PISAU,1610000
772,Silas Oger,+62 874-1182-63411,1,3,3,0,24,0.14,0,1,0,1,1,0,1,1,1,1,1,0,KABUPATEN LANGKAT,1510000
773,Silvanus Townes,+62 810-9760-92459,1,2,0,0,25,0.86,1,0,1,0,0,1,0,0,0,1,1,0,KABUPATEN LUWU,1100000
774,Siska Ihsanuddin,+62 892-7523-812,0,1,3,2,28,1,0,0,0,0,0,0,0,1,0,1,1,1,KABUPATEN LIMA PULUH KOTA,1470000
775,Siti Alghifari,+62 818-0591-2996,0,1,7,1,30,0.57,0,1,0,1,0,0,1,1,0,1,0,0,KABUPATEN ASAHAN,1920000
776,Smitty O'Henery,+62 855-5459-09441,1,2,9,3,35,0.86,0,0,0,0,1,1,1,1,1,1,0,0,KABUPATEN KEPAHIANG,1890000
777,Sofyan Fudhail,+62 891-1394-4159,1,5,2,2,26,0.71,1,1,1,1,0,0,1,0,0,0,1,0,KOTA MATARAM,620000
778,Sonnie Wattinham,+62 833-0424-9880,1,5,3,2,29,0.57,0,1,0,1,0,1,1,0,0,0,1,0,KABUPATEN DEMAK,1510000
779,Soraya Rooswati,+62 850-9083-0421,0,1,6,6,26,0.29,1,0,0,1,0,1,1,0,0,1,0,1,KABUPATEN KEP. SIAU TAGULANDANG BIARO,1570000
780,Spense Beddows,+62 860-168-123,1,5,1,0,21,0.43,0,1,0,1,1,1,0,1,0,1,0,0,KABUPATEN MANGGARAI BARAT,910000
781,Stavro Rabidge,+62 830-7572-41611,1,5,4,3,33,0.29,0,1,1,1,0,1,0,0,1,1,0,0,KOTA JAYAPURA,1500000
782,Stephanus Petraitis,+62 877-0895-7574,1,2,5,4,37,0.86,1,1,1,0,1,1,1,0,0,0,1,0,KABUPATEN SUKOHARJO,1500000
783,Stephen Yankeev,+62 827-0731-90408,1,3,13,8,35,0,1,1,0,1,0,0,1,1,0,0,0,1,KABUPATEN BANGKALAN,910000
784,Sujendro Fauzan Asriandari,+62 880-8889-48411,1,5,3,2,39,0.86,1,0,0,0,0,1,1,0,0,0,1,0,KABUPATEN TOLI TOLI,1940000
785,Sujendro Febrianto,+62 837-7961-917,1,5,2,0,25,0.14,0,1,1,0,0,0,1,1,0,1,0,0,KABUPATEN BARITO UTARA,970000
786,Sulalah Jesyca Fauziyah,+62 888-133-178,0,1,14,13,35,0.57,1,0,0,0,1,0,1,1,1,0,0,0,KABUPATEN BUTON SELATAN,1590000
787,Sullivan Mathet,+62 811-8865-44301,1,3,5,0,33,0.14,0,1,0,1,1,1,0,0,0,1,1,1,KABUPATEN MURUNG RAYA,1880000
788,Sumner Frankcomb,+62 832-1506-0370,1,3,15,4,39,0.43,1,1,0,1,0,0,0,1,0,1,1,1,KABUPATEN MALANG,1960000
789,Sutrisno Tantin,+62 892-6135-9683,1,5,3,3,27,1,1,1,1,0,0,0,0,0,1,0,0,1,KOTA PALEMBANG,1430000
790,Syahdian Syaraswati,+62 822-696-147,1,5,1,1,27,0.43,0,0,0,0,0,0,1,0,0,0,1,0,KOTA DENPASAR,980000
791,Syahid Sinuka,+62 899-3859-336,1,2,12,0,36,0.14,1,1,0,0,1,1,1,1,1,1,0,0,KOTA MAKASSAR,1100000
792,Syavira Dini Ningsih,+62 882-8526-525,0,1,6,2,30,0.71,0,1,1,1,1,0,0,0,1,1,0,0,KABUPATEN MIMIKA,1680000
793,Syena Kusumawardhani,+62 855-7049-58940,0,1,11,7,33,0,0,0,0,1,1,1,1,1,0,0,1,1,KABUPATEN PENAJAM PASER UTARA,1460000
794,Sylvester Hamstead,+62 857-6432-2402,1,5,0,0,22,1,1,0,0,0,0,0,0,1,0,1,0,0,KABUPATEN KUDUS,1050000
795,Syman Blackeby,+62 826-592-860,1,3,1,0,31,0.14,1,1,0,1,0,1,0,0,0,0,0,1,KABUPATEN LAMANDAU,1810000
796,Tait McCalum,+62 895-506-332,1,2,1,1,21,0.86,0,1,1,0,1,1,1,0,0,1,0,1,KABUPATEN TEGAL,1410000
797,Tallie Walster,+62 835-0193-026,1,5,1,0,29,1,0,0,1,0,0,1,1,0,0,0,1,1,KOTA BANJAR,1200000
798,Tamas Le Sarr,+62 825-7491-429,1,2,7,1,32,0.14,1,0,1,1,1,0,1,0,1,0,1,1,KOTA PASURUAN,870000
799,Tasya Zakia,+62 834-2174-90717,0,2,5,1,31,0.29,1,1,0,1,1,1,1,1,0,0,0,1,KABUPATEN BENGKULU UTARA,1770000
800,Taylor Grevile,+62 853-226-350,1,3,1,0,28,1,1,0,1,1,1,1,0,0,0,1,0,0,KOTA PALEMBANG,1380000
801,Tea Yuliyanti,+62 886-5247-2781,0,1,0,0,27,0.43,1,0,1,0,0,1,0,1,1,0,1,1,KABUPATEN PRINGSEWU,1410000
802,Tedd Kraft,+62 832-1989-61780,1,5,3,1,23,0,1,1,0,0,1,0,1,0,1,0,0,0,KABUPATEN BOYOLALI,1600000
803,Terencio Tarpey,+62 810-5670-18447,1,5,4,1,27,0.57,1,0,0,1,1,1,0,1,0,0,0,0,KOTA PARIAMAN,530000
804,Tesa Amelia,+62 883-6086-056,0,1,12,3,35,0,1,1,0,0,1,1,1,1,0,0,0,1,KABUPATEN SORONG,910000
805,Tesa Rugaya,+62 834-970-046,0,2,9,1,30,1,1,1,0,0,0,1,0,0,1,1,0,1,KABUPATEN PURWAKARTA,1450000
806,Theo Adolfson,+62 889-317-533,1,5,10,0,35,0.86,1,1,0,1,0,0,1,1,1,0,0,1,KABUPATEN MAMBERAMO TENGAH,1990000
807,Theobald Aleksandrov,+62 852-6274-6544,1,5,5,0,31,0.29,1,0,0,1,1,0,0,1,1,1,1,0,KOTA PEKANBARU,1140000
808,Theodor Smails,+62 880-0148-7328,1,5,1,1,38,0.86,0,0,1,1,0,1,0,0,0,1,1,1,KOTA BANDUNG,2000000
809,Thibaud Jeff,+62 872-1866-402,1,3,5,5,27,0.29,1,1,0,1,0,1,1,0,0,0,1,0,KABUPATEN NGAWI,910000
810,Thibaud Unwins,+62 891-1604-8437,1,5,5,1,27,0,0,1,0,0,1,0,0,1,1,0,1,0,KABUPATEN LOMBOK TENGAH,1580000
811,Thomas Gibran,+62 880-1719-77847,1,5,5,4,38,0.14,0,0,1,1,1,0,1,0,1,1,0,0,KABUPATEN PACITAN,1960000
812,Thomas Khansa,+62 853-9194-188,1,3,3,0,39,0.57,0,0,1,0,0,0,0,0,1,0,1,0,KOTA BAU BAU,1930000
813,Thorin Russell,+62 825-9223-72188,1,3,4,0,39,0.43,0,0,1,0,0,1,0,0,1,1,0,0,KABUPATEN SIMALUNGUN,1180000
814,Timothee Stanfield,+62 881-8402-7069,1,3,8,7,29,0.71,1,1,1,0,0,0,0,1,1,1,0,0,KABUPATEN BATU BARA,570000
815,Timothy Gusti Iqbal,+62 850-8895-88269,1,5,2,1,30,1,1,1,1,1,1,1,1,1,0,0,1,1,KABUPATEN OGAN KOMERING ULU TIMUR,570000
816,Tirrell Eliot,+62 830-8971-10532,1,3,10,0,36,0.43,0,1,1,0,0,1,1,0,1,1,0,1,KOTA DENPASAR,1290000
817,Titos Sitlington,+62 824-8897-81827,1,3,3,1,26,0.57,1,1,0,0,1,1,0,0,1,0,0,1,KABUPATEN PESISIR BARAT,780000
818,Tobiah Pinnion,+62 853-401-587,1,5,6,5,36,0,0,1,1,1,0,0,1,1,1,1,1,1,KABUPATEN BANGKALAN,620000
819,Tobin Colquete,+62 857-8268-40218,1,4,3,2,26,0.71,0,0,1,1,0,1,0,1,1,0,0,0,KOTA TIDORE KEPULAUAN,1870000
820,Toddy Blood,+62 829-8275-1432,1,3,4,3,32,1,0,1,0,1,1,0,0,1,0,0,0,0,KABUPATEN BUTON SELATAN,1750000
821,Toddy Gerty,+62 837-933-334,1,5,12,2,36,0.14,1,0,0,0,0,0,1,1,0,1,0,0,KABUPATEN SUMBAWA,1480000
822,Tony Keson,+62 852-7709-484,1,5,8,4,31,0.29,0,1,0,1,0,0,1,0,0,0,1,1,KABUPATEN PANIAI,1540000
823,Tore Corneille,+62 850-830-561,1,5,5,1,28,0.14,1,1,1,1,1,0,0,1,0,0,1,1,KOTA CIREBON,1600000
824,Torre Lauxmann,+62 852-1386-34920,1,5,4,0,31,0.14,1,0,0,0,0,1,1,0,0,0,0,0,KABUPATEN BARITO TIMUR,1940000
825,Torrey Toller,+62 894-0533-15400,1,4,9,8,31,0,1,1,1,0,1,0,1,1,0,0,0,1,KABUPATEN MAJALENGKA,1960000
826,Town Bernardot,+62 833-8216-3047,1,5,1,1,21,1,1,1,0,1,0,1,1,0,0,0,1,1,KOTA PADANG PANJANG,1210000
827,Townsend Patis,+62 896-8724-8397,1,3,8,0,29,0,0,1,1,0,0,1,1,0,1,1,1,1,KABUPATEN LAMPUNG TENGAH,710000
828,Triska Ardiansyah,+62 898-1918-59542,0,1,3,1,25,1,0,0,0,1,1,0,0,0,1,0,0,0,KABUPATEN BUTON TENGAH,1820000
829,Tristan Syrie,+62 862-559-375,1,5,3,3,28,0.71,1,0,0,1,0,0,1,1,1,0,1,1,KABUPATEN MOROWALI,1670000
830,Troy Seeks,+62 873-273-215,1,5,5,1,35,1,1,0,0,0,1,0,0,0,0,0,1,1,KOTA PAYAKUMBUH,1230000
831,Truman Garlick,+62 812-0677-2507,1,5,9,3,33,0.14,1,1,1,1,0,0,1,0,1,0,1,1,KABUPATEN TANA TORAJA,1550000
832,Tubagus Hasan,+62 830-9225-8933,1,5,15,1,35,0.57,1,1,0,1,0,0,1,1,1,1,0,1,KABUPATEN LINGGA,1560000
833,Tubagus Zulfianna,+62 865-8683-87678,1,4,6,3,28,1,0,1,0,1,0,1,0,1,0,1,0,1,KABUPATEN MALUKU TENGAH,1310000
834,Tuckie Bengoechea,+62 897-9859-9617,1,5,0,0,31,0.57,1,0,1,1,1,1,0,0,1,0,0,1,KABUPATEN PRINGSEWU,1950000
835,Tyas Dewi,+62 880-4268-23971,0,1,3,0,24,1,0,0,0,1,1,1,0,0,0,0,1,0,KABUPATEN PAMEKASAN,680000
836,Tyler Fleeming,+62 828-1818-5303,1,5,2,0,31,0.57,0,0,1,1,1,0,0,0,0,1,0,0,KABUPATEN MALINAU,570000
837,Ulberto Tamsett,+62 862-7194-50986,1,5,4,2,28,0.43,0,1,1,0,1,0,1,1,0,0,0,0,KABUPATEN MAGELANG,1000000
838,Una Arifah,+62 891-5654-053,0,1,0,0,22,0.14,1,0,0,1,1,1,1,1,0,0,0,0,KABUPATEN PIDIE JAYA,1250000
839,Vachel Pantecost,+62 872-6043-8590,1,3,3,0,30,0.57,1,1,0,0,1,1,1,0,0,0,0,0,KABUPATEN DOMPU,1010000
840,Vail Raggles,+62 875-3486-0526,1,3,0,0,29,0.57,0,1,1,1,0,0,1,0,1,1,1,0,KABUPATEN KEPULAUAN SELAYAR,1700000
841,Vail Ramelet,+62 891-2546-75201,1,5,4,4,31,1,0,1,0,1,0,1,0,0,1,0,0,0,KABUPATEN BOLAANG MONGONDOW TIMUR,1650000
842,Valentine Gheorghescu,+62 858-8691-527,1,4,2,2,22,0.14,0,0,1,1,0,0,1,1,1,1,1,1,KOTA MOJOKERTO,1180000
843,Valentino Musselwhite,+62 825-059-196,1,4,10,4,32,0.14,0,0,1,0,1,1,1,1,0,0,0,1,KABUPATEN PURBALINGGA,1790000
844,Verney Gates,+62 890-7228-413,1,5,2,1,26,0.43,0,1,1,0,1,1,0,1,0,1,1,0,KABUPATEN ASMAT,720000
845,Vernor Bennison,+62 838-1595-1994,1,5,2,2,25,1,0,0,1,0,1,0,1,1,1,1,1,0,KABUPATEN NIAS,1310000
846,Vincenz Lingley,+62 885-804-238,1,5,1,1,22,1,1,1,0,1,1,1,0,0,1,1,0,0,KOTA PADANGSIDIMPUAN,1080000
847,Virgil Selwyne,+62 811-034-144,1,5,13,9,36,0.29,0,0,1,1,1,0,1,0,1,1,1,1,KABUPATEN BOLAANG MONGONDOW SELATAN,1240000
848,Vito Reksa Setiarini,+62 879-4503-246,1,5,9,7,30,1,0,0,0,0,1,0,1,1,0,1,0,0,KABUPATEN SUKAMARA,1100000
849,Vito Vernanda,+62 885-6896-87901,1,3,4,2,24,0.29,1,1,1,0,1,0,0,1,1,0,1,0,KABUPATEN SITUBONDO,1780000
850,Wahyu Arrivalda Pasha,+62 829-4946-49016,1,5,8,4,34,0.71,0,1,0,0,1,0,0,0,0,1,0,1,KABUPATEN KLATEN,1140000
851,Wait Jerzak,+62 857-812-032,1,3,0,0,21,0.71,0,1,1,0,0,1,1,0,0,0,0,1,KABUPATEN PIDIE,1050000
852,Wald Gurry,+62 821-6721-24620,1,2,10,10,34,0.29,1,0,1,1,0,1,1,0,1,1,0,1,KABUPATEN MERAUKE,1850000
853,Walsh Boyle,+62 854-9027-443,1,3,13,6,37,0.86,1,1,0,0,0,1,0,0,0,0,0,1,KABUPATEN SARMI,910000
854,Walsh Ledgeway,+62 819-545-968,1,2,9,2,30,0.43,1,1,0,0,1,1,1,0,0,1,1,1,KABUPATEN HULU SUNGAI UTARA,1680000
855,Walt Reiach,+62 853-909-984,1,3,1,1,37,0.86,0,0,1,1,0,1,0,1,0,1,0,1,KABUPATEN SIMEULUE,1070000
856,Wayland Sanney,+62 814-215-157,1,5,11,4,38,0.14,1,0,0,1,1,1,0,0,1,1,0,1,KABUPATEN KUBU RAYA,1840000
857,Welby Kropach,+62 852-1168-223,1,3,4,3,35,0.71,0,1,0,0,0,0,0,0,0,0,1,0,KABUPATEN KEPULAUAN SULA,1630000
858,Welby Roskeilly,+62 881-1519-1799,1,5,17,12,38,0.57,0,1,1,1,0,0,0,0,0,0,1,1,KOTA MATARAM,1230000
859,Wes Sloane,+62 837-7206-7558,1,3,11,7,33,0.71,1,1,1,1,1,0,0,0,1,0,1,1,KOTA LANGSA,1360000
860,Whitney Huggens,+62 889-8778-916,1,2,1,1,21,1,1,0,0,1,0,0,1,1,1,1,0,1,KABUPATEN PIDIE,1410000
861,Widya Natanael,+62 871-5608-562,0,2,2,0,30,0.86,0,1,1,1,1,0,0,1,1,1,1,1,KABUPATEN BOALEMO,870000
862,Wike Nopilianti,+62 813-988-880,0,2,4,1,26,0.14,1,1,1,1,1,0,1,1,0,1,1,1,KABUPATEN MURUNG RAYA,1520000
863,Wildan Ardiansyah,+62 885-678-849,1,3,0,0,21,0.86,1,1,1,0,1,0,0,1,1,0,1,0,KOTA BUKITTINGGI,1130000
864,Wildan Ridho,+62 891-7438-97660,1,2,12,11,37,1,1,1,1,0,1,0,1,0,1,1,1,1,KABUPATEN MALAKA,750000
865,Willdon Brasted,+62 879-6335-407,1,2,0,0,38,0.14,0,0,1,1,1,0,1,1,1,1,0,0,KABUPATEN AGAM,1000000
866,Willy Oades,+62 896-1283-74657,1,5,0,0,23,0.14,0,1,1,1,1,0,1,0,1,0,1,0,KABUPATEN MESUJI,590000
867,Willy Sinnie,+62 839-1012-785,1,2,8,6,33,0.29,1,1,1,0,1,0,1,1,1,0,1,1,KABUPATEN PULAU TALIABU,1940000
868,Wilt Springer,+62 811-817-289,1,4,5,2,29,0,0,1,1,0,1,0,1,1,0,1,1,1,KABUPATEN CIANJUR,1090000
869,Winda Sidharta,+62 878-8858-622,0,2,1,1,21,0.57,0,1,1,1,0,1,1,0,1,0,0,1,KABUPATEN BUTON,1670000
870,Winnie Button,+62 817-296-704,1,2,1,0,22,0.14,1,1,1,0,0,0,1,0,1,0,0,0,KABUPATEN NATUNA,730000
871,Wittie Laingmaid,+62 889-677-753,1,3,5,2,29,0.86,1,0,0,0,0,1,0,0,1,0,1,0,KABUPATEN PAKPAK BHARAT,1860000
872,Wyndham Yeend,+62 886-0169-29842,1,3,10,9,36,1,0,1,0,0,0,1,0,1,0,1,1,0,KABUPATEN HALMAHERA TIMUR,1270000
873,Ximenes Collcutt,+62 824-6609-088,1,5,11,5,38,0.86,1,0,1,0,0,0,0,1,0,1,0,1,KABUPATEN LANDAK,1600000
